x,y
0.0,0.9757272756915183
0.10101010101010101,1.1554300226471388
0.20202020202020202,1.4211249334839136
0.30303030303030304,1.6061107615548444
0.40404040404040403,1.878233246500651
0.5050505050505051,1.8628510431044183
0.6060606060606061,1.9410139635578212
0.7070707070707071,2.360815049660377
0.8080808080808081,2.523884689286529
0.9090909090909091,2.7482681567353238
1.0101010101010102,3.148171190128637
1.1111111111111112,3.245467634078356
1.2121212121212122,3.687071321213133
1.3131313131313131,3.60228962674795
1.4141414141414141,3.9572953750596516
1.5151515151515151,3.8242932280217983
1.6161616161616161,4.302733389588121
1.7171717171717171,4.495021589242596
1.8181818181818181,4.724981820398562
1.9191919191919191,4.963793477506684
2.0202020202020203,4.980016212588702
2.121212121212121,5.215903357654927
2.2222222222222223,5.573288000960376
2.323232323232323,5.552043336931376
2.4242424242424243,5.9141813140571955
2.525252525252525,5.968501330900239
2.6262626262626263,6.010431241490703
2.727272727272727,6.469261465210033
2.8282828282828283,6.660963236336105
2.929292929292929,6.896186505358501
3.0303030303030303,6.991784677807503
3.131313131313131,7.144646814615504
3.2323232323232323,7.553785832124579
3.3333333333333335,7.720365878411083
3.4343434343434343,7.840880600733586
3.5353535353535355,8.092911121654213
3.6363636363636362,8.275759210048482
3.7373737373737375,8.595625996178637
3.8383838383838382,8.678853972763
3.9393939393939394,8.861267467275734
4.040404040404041,9.206189067921528
4.141414141414141,9.388000614831503
4.242424242424242,9.48110022226958
4.343434343434343,9.69928048923832
4.444444444444445,9.907956753011158
4.545454545454545,9.974283694323193
4.646464646464646,10.359908228884477
4.747474747474747,10.571904594290485
4.848484848484849,10.72988363467404
4.94949494949495,10.905403639746263
5.05050505050505,11.021262255936865
5.151515151515151,11.101038608910732
5.252525252525253,11.568982027160878
5.353535353535354,11.600950192070037
5.454545454545454,11.937979648964697
5.555555555555555,12.034277025009736
5.656565656565657,12.243773062264191
5.757575757575758,12.498979268573208
5.858585858585858,12.632262047896242
5.959595959595959,12.90507018561989
6.0606060606060606,13.169073593159395
6.161616161616162,13.419043990282985
6.262626262626262,13.688262221945063
6.363636363636363,13.542064239467958
6.4646464646464645,14.098983179503074
6.565656565656566,14.060222356548982
6.666666666666667,14.511145708139015
6.767676767676767,14.583221071703981
6.8686868686868685,14.818578902813865
6.96969696969697,14.72448944731895
7.070707070707071,15.279960140604441
7.171717171717171,15.482595717098105
7.2727272727272725,15.429894372458438
7.373737373737374,15.717415908629723
7.474747474747475,15.885922104705651
7.575757575757575,16.134239661578718
7.6767676767676765,16.316339167412625
7.777777777777778,16.72253099597672
7.878787878787879,16.72424296424048
7.979797979797979,16.857926912572328
8.080808080808081,17.140543607950015
8.181818181818182,17.47200785234064
8.282828282828282,17.55717481786289
8.383838383838384,17.77381205730254
8.484848484848484,18.125140191049027
8.585858585858587,18.052730342461256
8.686868686868687,18.45252042691879
8.787878787878787,18.499746690525434
8.88888888888889,18.777296910990273
8.98989898989899,19.03724769845786
9.09090909090909,19.078302379154934
9.191919191919192,19.482563802113514
9.292929292929292,19.6091525540048
9.393939393939394,19.79499180466629
9.494949494949495,19.935169195833016
9.595959595959595,20.311479766563103
9.696969696969697,20.510163258188673
9.797979797979798,20.55555305929696
9.8989898989899,20.7504546332843
10.0,20.919884030779382
