x,y
0.0,1.2612881120844792
0.10101010101010101,1.428293483713011
0.20202020202020202,1.3018796594579056
0.30303030303030304,0.5048284306769582
0.40404040404040403,2.162847584134195
0.5050505050505051,2.1865494063974196
0.6060606060606061,2.486842326930638
0.7070707070707071,1.66610829856258
0.8080808080808081,2.1931135647960414
0.9090909090909091,3.2056995032329167
1.0101010101010102,1.9801546917689123
1.1111111111111112,2.8642874646069947
1.2121212121212122,3.4587429214058205
1.3131313131313131,3.2996971367973864
1.4141414141414141,3.6387153291445675
1.5151515151515151,4.47526609343455
1.6161616161616161,3.994233403522044
1.7171717171717171,3.910521534434394
1.8181818181818181,4.895486284584355
1.9191919191919191,5.27940220450075
2.0202020202020203,5.974678024529207
2.121212121212121,4.948817037049768
2.2222222222222223,5.751099644773785
2.323232323232323,5.323598041277352
2.4242424242424243,6.23071395725606
2.525252525252525,6.462358230019189
2.6262626262626263,6.044258168142665
2.727272727272727,6.779452684077115
2.8282828282828283,6.713422835782347
2.929292929292929,8.100934378523412
3.0303030303030303,7.187871925480512
3.131313131313131,7.296747119027593
3.2323232323232323,7.101961361189169
3.3333333333333335,7.802369266779674
3.4343434343434343,7.844058714031092
3.5353535353535355,7.959112327247423
3.6363636363636362,8.363041665784007
3.7373737373737375,9.220819984045294
3.8383838383838382,9.366318594956136
3.9393939393939394,9.012298914255872
4.040404040404041,8.410158929671084
4.141414141414141,9.089983643903105
4.242424242424242,8.819516395678255
4.343434343434343,9.25136463324127
4.444444444444445,9.900637899785183
4.545454545454545,10.407350639141171
4.646464646464646,10.859144408689499
4.747474747474747,11.02361125699138
4.848484848484849,11.05637319974247
4.94949494949495,11.460681150666874
5.05050505050505,11.235068807851855
5.151515151515151,11.510887128613133
5.252525252525253,11.53409039325424
5.353535353535354,11.538116378699415
5.454545454545454,11.897616251117379
5.555555555555555,11.905829239092176
5.656565656565657,12.360989824560114
5.757575757575758,12.453234944190543
5.858585858585858,13.171089240232291
5.959595959595959,13.043165089392996
6.0606060606060606,13.729608858660521
6.161616161616162,12.463285321242815
6.262626262626262,13.440457792696543
6.363636363636363,13.862360260304529
6.4646464646464645,14.04163616607828
6.565656565656566,13.710775967694325
6.666666666666667,14.765286700258365
6.767676767676767,14.774322785244701
6.8686868686868685,14.61296719237846
6.96969696969697,14.724458414326735
7.070707070707071,14.903891070074893
7.171717171717171,15.015669254080263
7.2727272727272725,16.222472542705926
7.373737373737374,16.189326089097726
7.474747474747475,16.03347005890418
7.575757575757575,16.485809568073694
7.6767676767676765,16.806419395262086
7.777777777777778,16.237869939325353
7.878787878787879,17.741455405452932
7.979797979797979,16.385588603362354
8.080808080808081,18.70099136774887
8.181818181818182,16.790376071603102
8.282828282828282,17.900773281283087
8.383838383838384,17.623897598639388
8.484848484848484,17.99742839856908
8.585858585858587,17.215675939338222
8.686868686868687,18.47975558345942
8.787878787878787,18.02080195916023
8.88888888888889,18.720103989372816
8.98989898989899,19.138447376874353
9.09090909090909,19.44387655217413
9.191919191919192,19.707431804673796
9.292929292929292,19.000423814802833
9.393939393939394,19.64261946122102
9.494949494949495,19.81102767973237
9.595959595959595,21.215974777308883
9.696969696969697,21.78971811429158
9.797979797979798,20.487868801800282
9.8989898989899,21.480849540479994
10.0,21.57503216570798
